movieId,title,overview,poster_path
912,The Thomas Crown Affair,"Young businessman Thomas Crown is bored and decides to plan a robbery and assigns a professional agent with the right information to the job. However, Crown is soon betrayed yet cannot blow his cover because he’s in love.",http://image.tmdb.org/t/p/w500//oODAwa2AK3fXvK93GCbq7dFLZPi.jpg
913,The Thomas Crown Affair,"A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.",http://image.tmdb.org/t/p/w500//5yqs1MVlqdIg1DY5adC5jFx3d7j.jpg
914,The Great Dictator,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,http://image.tmdb.org/t/p/w500//1QpO9wo7JWecZ4NiBuu625FiY1j.jpg
916,Bullitt,"Senator Walter Chalmers is aiming to take down mob boss Pete Ross with the help of testimony from the criminal's hothead brother Johnny, who is in protective custody in San Francisco under the watch of police lieutenant Frank Bullitt. When a pair of mob hitmen enter the scene, Bullitt follows their trail through a maze of complications and double-crosses. This thriller includes one of the most famous car chases ever filmed.",http://image.tmdb.org/t/p/w500//uDg7tHvK8aFcG6DkN5eHiZAurOU.jpg
917,Mother India,"A poverty-stricken woman raises her sons through many trials and tribulations. But no matter the struggles, always sticks to her own moral code.",http://image.tmdb.org/t/p/w500//sGFxh6zT5GxgskJShD01MsqXbuT.jpg
918,Blind Date,"When bachelor Walter Davis is set up with his sister-in-law's pretty cousin, Nadia Gates, a seemingly average blind date turns into a chaotic night on the town. Walter's brother, Ted, tells him not to let Nadia drink alcohol, but he dismisses the warning and her behaviour gets increasingly wild. Walter and Nadia's numerous incidents are made even worse as her former lover David relentlessly follows them around town.",http://image.tmdb.org/t/p/w500//cLb3akSpZhU5qkmCO46IHfJtcs0.jpg
919,Blood: The Last Vampire,"In Japan, the vampire-hunter Saya, who is a powerful original, is sent by her liaison with the government, David, posed as a teenage student to the Yokota High School on the eve of Halloween to hunt down vampires. Saya asks David to give a new katana to her. Soon she saves the school nurse Makiho Amano from two vampires disguised of classmates and Makiho witnesses her fight against the powerful demon.",http://image.tmdb.org/t/p/w500//2yysSRyqa4ubIDpQcQpG8SuYcl6.jpg
920,Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",http://image.tmdb.org/t/p/w500//abW5AzHDaIK1n9C36VdAeOwORRA.jpg
921,Cinderella Man,"The true story of boxer Jim Braddock who, following his retirement in the 1930s, makes a surprise comeback in order to lift his family out of poverty.",http://image.tmdb.org/t/p/w500//i7OYyyAB2pSW9YwK0M2swDz6xSc.jpg
922,Dead Man,A fatally wounded white man is found by an outcast Native American who prepares him for the afterlife.,http://image.tmdb.org/t/p/w500//dOvHDs2jlMYL1dMfbFabEwyBNWg.jpg
923,Dawn of the Dead,"During an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia SWAT team members, a traffic reporter, and his television-executive girlfriend seek refuge in a secluded shopping mall.",http://image.tmdb.org/t/p/w500//h6aVbUsiJB3Le1xrhyZXsXZOI3h.jpg
924,Dawn of the Dead,"A group of survivors take refuge in a shopping mall after the world is taken over by aggressive, flesh-eating zombies.",http://image.tmdb.org/t/p/w500//fNw87FZ6u258qmbkNNjrPtGZuvB.jpg
925,Do the Right Thing,"Salvatore ""Sal"" Fragione is the Italian owner of a pizzeria in Brooklyn. A neighborhood local, Buggin' Out, becomes upset when he sees that the pizzeria's Wall of Fame exhibits only Italian actors. Buggin' Out believes a pizzeria in a black neighborhood should showcase black actors, but Sal disagrees. The wall becomes a symbol of racism and hate to Buggin' Out and to other people in the neighborhood, and tensions rise.",http://image.tmdb.org/t/p/w500//63rmSDPahrH7C1gEFYzRuIBAN9W.jpg
926,Galaxy Quest,"For four years, the courageous crew of the NSEA protector - ""Commander Peter Quincy Taggart"", ""Lt. Tawny Madison and ""Dr.Lazarus"" - set off on a thrilling and often dangerous mission in space...and then their series was cancelled! Now, twenty years later, aliens under attack have mistaken the Galaxy Quest television transmissions for ""historical documents"" and beam up the crew of has-been actors to save the universe. With no script, no director and no clue, the actors must turn in the performances of their lives.",http://image.tmdb.org/t/p/w500//fZXSwgZknp81vmciTb86rw0MejV.jpg
927,Gremlins,"When Billy Peltzer is given a strange but adorable pet named Gizmo for Christmas, he inadvertently breaks the three important rules of caring for a Mogwai, unleashing a horde of mischievous gremlins on a small town.",http://image.tmdb.org/t/p/w500//sl3I9KD35GqWAI4NXBQ38mLEXEe.jpg
928,Gremlins 2: The New Batch,"Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!",http://image.tmdb.org/t/p/w500//jN7yvxnIHRozhq2mzWZDE5GPRc0.jpg
929,Godzilla,"French nuclear tests irradiate an iguana into a giant monster that viciously attacks freighter ships in the Pacific Ocean. A team of experts, including Niko Tatopoulos, conclude that the oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan as the US military races to destroy the monster before it reproduces and it's spawn takes over the world.",http://image.tmdb.org/t/p/w500//xJVl1I95StraYAwaNbBkVoWE2qA.jpg
930,The Great Love,"The attractive Oberleutnant Paul Wendlandt is stationed in North Africa as a fighter pilot. While in Berlin to deliver a report he is given a day's leave, and on the stage of the cabaret theatre ""Skala"" sees the popular Danish singer Hanna Holberg. For Paul it is love at first sight. When Hanna visits friends after the end of the performance, he follows her, and speaks to her in the U-Bahn. After the party in her friends' flat, he accompanies her home and chance throws them further together when an air raid warning forces them to take cover in the air raid shelter. Hanna reciprocates Paul's feelings, but after a night spent together Paul has to return immediately to the front. There now follows a whole series of misunderstandings, and one missed opportunity after another. While Hanna waits in vain for some sign of life from Paul, he is flying on missions in North Africa. When he tries to visit her in her Berlin flat, she is giving a Christmas concert in Paris.",http://image.tmdb.org/t/p/w500//AeN9RRrGbvlSkCNX4NbGFIloZPz.jpg
931,Don't Look Now,"While grieving a terrible loss, a married couple meet two mysterious sisters, one of whom gives them a message sent from the afterlife.",http://image.tmdb.org/t/p/w500//ivWsU3QtcstImCTOjItsH0SAbNn.jpg
932,The Murderers Are Among Us,"After returning from a concentration camp, Susanne finds an ex-soldier living in her apartment. Together the two try to move past their experiences during WWII.",http://image.tmdb.org/t/p/w500//r6Z9GcVtbmU7CRmigKTiI6wg4Jg.jpg
933,Hot Summer,"In this East German teen musical, a group of girls are planning to take their summer vacation together on the Baltic coast. When a loud and obnoxious group of boys intrudes on their holiday, the girls are horrified to learn that the boys have the same vacations plans as them. The two groups quarrel with each other and compete over a number of things, but gradually an attraction starts to form.",http://image.tmdb.org/t/p/w500//6yNh51Ayu6v4VfXDPNzRJCSXMaQ.jpg
934,Rififi,"Out of prison after a five-year stretch, jewel thief Tony turns down a quick job his friend Jo offers him, until he discovers that his old girlfriend Mado has become the lover of local gangster Pierre Grutter during Tony's absence. Expanding a minor smash-and-grab into a full-scale jewel heist, Tony and his crew appear to get away clean, but their actions after the job is completed threaten the lives of everyone involved.",http://image.tmdb.org/t/p/w500//heVdAFNZUxXVmO6jiJcEHCvI5lK.jpg
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike.",http://image.tmdb.org/t/p/w500//7SixLzxcqezkZEYU8pcHZgbkmjp.jpg
936,The Pink Panther,"The trademark of The Phantom, a renowned jewel thief, is a glove left at the scene of the crime. Inspector Clouseau, an expert on The Phantom's exploits, feels sure that he knows where The Phantom will strike next and leaves Paris for the Tyrolean Alps, where the famous Lugashi jewel 'The Pink Panther' is going to be. However, he does not know who The Phantom really is, or for that matter who anyone else really is...",http://image.tmdb.org/t/p/w500//aCjJ0sKayks2uL7MJBzdp2i67NI.jpg
938,For a Few Dollars More,"Two bounty hunters are in pursuit of ""El Indio,"" one of the most wanted fugitives in the western territories, and his gang.",http://image.tmdb.org/t/p/w500//ooqASvA7qxlTVKL3KwOzBwy57Dh.jpg
939,The Jazz Singer,"A young Jewish man is torn between tradition and individuality when his old-fashioned family objects to his career as a jazz singer. This is the first full length feature film to use synchronized sound, and is the original film musical.",http://image.tmdb.org/t/p/w500//wr8Pt1GO87cwB3210TO3JTNDsUc.jpg
940,The Lady Vanishes,"On a train headed for England a group of travelers is delayed by an avalanche. Holed up in a hotel in a fictional European country, young Iris befriends elderly Miss Froy. When the train resumes, Iris suffers a bout of unconsciousness and wakes to find the old woman has disappeared. The other passengers ominously deny Miss Froy ever existed, so Iris begins to investigate with another traveler and, as the pair sleuth, romantic sparks fly.",http://image.tmdb.org/t/p/w500//c1t9LB76LvEARPanfEzXmkm7fwY.jpg
941,Lethal Weapon,"Veteran buttoned-down LAPD detective Roger Murtaugh is partnered with unhinged cop Martin Riggs, who -- distraught after his wife's death -- has a death wish and takes unnecessary risks with criminals at every turn. The odd couple embark on their first homicide investigation as partners, involving a young woman known to Murtaugh with ties to a drug and prostitution ring.",http://image.tmdb.org/t/p/w500//fTq4ThIP3pQTYR9eDepsbDHqdcs.jpg
942,Lethal Weapon 2,"In the opening chase, Martin Riggs and Roger Murtaugh stumble across a trunk full of Krugerrands. They follow the trail to a South African diplomat who's using his immunity to conceal a smuggling operation. When he plants a bomb under Murtaugh's toilet, the action explodes!",http://image.tmdb.org/t/p/w500//1EEIUw0tkX7AJZ1ikZrtKZZKlC6.jpg
943,Lethal Weapon 3,"Archetypal buddy cops Riggs and Murtaugh are back for another round of high-stakes action, this time setting their collective sights on bringing down a former Los Angeles police lieutenant turned black market weapons dealer. Lorna Cole joins as the beautiful yet hardnosed internal affairs sergeant who catches Riggs's eye.",http://image.tmdb.org/t/p/w500//8FnOudDHPOY7MFJnvQMR1qpuyek.jpg
944,Lethal Weapon 4,Officers Martin Riggs and Roger Murtaugh of the Los Angeles Police Department must stop a dangerous crime lord from China from getting his brother out of jail.,http://image.tmdb.org/t/p/w500//cRm7ro9tfiHagQb8i3wO4F1CiuB.jpg
